"WorkItemID","RequirementID","Priority","SubsystemCode","AssignedToID","AssignedToName","OpenedDate","ClosedDate","EstimateHours","ActualHours","WorkItemStatus"
"WI-0615","REQ-0308","MustShip","FLT-CTRL","P-005","Elena Lindqvist","2025-06-22","2025-07-28","35.9","42.3","Closed"
"WI-0616","REQ-0308","MustShip","FLT-CTRL","P-011","Katya Fairweather","2025-05-31","2025-06-27","14.3","15.1","Closed"
"WI-0617","REQ-0309","MustShip","FLT-CTRL","P-009","Imani Petrovic","2025-12-29","2026-01-31","29.8","33.9","Closed"
"WI-0618","REQ-0309","MustShip","FLT-CTRL","P-006","Farid Saltzman","2025-08-28","2025-10-07","4.8","5.8","Closed"
"WI-0619","REQ-0310","Nice","PWR-MGMT","P-015","Olabisi Jindal","2025-02-24","2025-04-17","33.8","46.5","Closed"
"WI-0620","REQ-0310","Nice","PWR-MGMT","P-019","Sana Nakamura","2025-09-13","2025-11-01","34.9","46.6","Closed"
"WI-0621","REQ-0311","ShouldShip","GND-CTRL","P-021","Ulrike Dalgleish","2025-11-02","2025-11-16","25.0","22.4","Closed"
"WI-0622","REQ-0311","ShouldShip","GND-CTRL","P-020","Tomas Ustinov","2025-11-30","2025-12-05","18.7","14.6","Closed"
"WI-0623","REQ-0312","MustShip","REL-MECH","P-019","Sana Nakamura","2025-10-25","2025-10-28","10.9","8.2","Closed"
"WI-0624","REQ-0313","Nice","DIAG-LOG","P-014","Nils Castellan","2025-11-26","2026-01-21","26.4","37.9","Closed"
"WI-0625","REQ-0313","Nice","DIAG-LOG","P-021","Ulrike Dalgleish","2025-04-10","","23.6","","Open"
"WI-0626","REQ-0313","Nice","DIAG-LOG","P-011","Katya Fairweather","2025-06-30","2025-08-06","18.8","22.3","Closed"
"WI-0627","REQ-0314","ShouldShip","COMM-LNK","P-017","Quentin Zielinski","2025-01-31","2025-02-11","15.7","13.5","Closed"
"WI-0628","REQ-0314","ShouldShip","COMM-LNK","P-020","Tomas Ustinov","2025-11-02","2025-12-20","25.8","34.3","Closed"
"WI-0629","REQ-0314","ShouldShip","COMM-LNK","P-006","Farid Saltzman","2025-07-06","2025-08-20","9.9","12.9","Closed"
"WI-0630","REQ-0315","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-06-28","2025-07-09","16.4","14.0","Closed"
"WI-0631","REQ-0316","MustShip","PWR-MGMT","P-019","Sana Nakamura","2025-04-26","2025-06-19","34.9","49.1","Closed"
"WI-0632","REQ-0317","ShouldShip","DIAG-LOG","P-009","Imani Petrovic","2025-08-30","","4.1","","InProgress"
"WI-0633","REQ-0317","ShouldShip","DIAG-LOG","P-005","Elena Lindqvist","2025-05-10","2025-06-22","19.8","25.0","Closed"
"WI-0634","REQ-0318","Nice","NAV-SENS","P-009","Imani Petrovic","2026-04-06","2026-04-27","7.0","7.0","Closed"
"WI-0635","REQ-0318","Nice","NAV-SENS","P-019","Sana Nakamura","2025-12-31","2026-01-23","27.3","27.4","Closed"
"WI-0636","REQ-0319","MustShip","GND-CTRL","P-020","Tomas Ustinov","2025-01-29","2025-03-03","3.8","4.3","Closed"
"WI-0637","REQ-0320","ShouldShip","FLT-CTRL","P-003","Camille Villalobos","2026-05-26","2026-07-03","22.3","26.7","Closed"
"WI-0638","REQ-0320","ShouldShip","FLT-CTRL","P-014","Nils Castellan","2025-09-23","2025-10-22","29.5","32.1","Closed"
"WI-0639","REQ-0320","ShouldShip","FLT-CTRL","P-006","Farid Saltzman","2025-04-27","2025-06-18","32.0","44.2","Closed"
"WI-0640","REQ-0321","MustShip","STRUCT-I","P-007","Grace Baptiste","2025-07-08","2025-09-01","18.8","26.6","Closed"
"WI-0641","REQ-0321","MustShip","STRUCT-I","P-018","Rafael Grigorescu","2026-06-18","2026-07-14","2.6","2.7","Closed"
"WI-0642","REQ-0322","Nice","STRUCT-I","P-006","Farid Saltzman","2025-06-11","2025-07-13","2.3","2.5","Closed"
"WI-0643","REQ-0322","Nice","STRUCT-I","P-002","Bruno Oyelaran","2025-04-10","2025-05-29","33.2","44.3","Closed"
"WI-0644","REQ-0322","Nice","STRUCT-I","P-019","Sana Nakamura","2025-09-17","2025-11-02","8.3","10.9","Closed"
"WI-0645","REQ-0323","Nice","GND-CTRL","P-005","Elena Lindqvist","2026-03-19","2026-05-13","14.4","20.5","Closed"
"WI-0646","REQ-0323","Nice","GND-CTRL","P-017","Quentin Zielinski","2025-12-09","2026-01-29","6.3","8.6","Closed"
"WI-0647","REQ-0324","MustShip","FLT-CTRL","P-020","Tomas Ustinov","2026-06-16","2026-07-25","34.1","41.2","Closed"
"WI-0648","REQ-0324","MustShip","FLT-CTRL","P-021","Ulrike Dalgleish","2025-12-06","2026-01-31","12.7","18.2","Closed"
"WI-0649","REQ-0324","MustShip","FLT-CTRL","P-010","Jonas Weatherby","2026-03-05","2026-03-16","3.1","2.7","Closed"
"WI-0650","REQ-0325","MustShip","NAV-SENS","P-008","Hiroshi Ibarra","2025-08-17","2025-10-08","4.7","6.5","Closed"
"WI-0651","REQ-0325","MustShip","NAV-SENS","P-020","Tomas Ustinov","2025-12-31","2026-02-03","13.9","15.9","Closed"
"WI-0652","REQ-0325","MustShip","NAV-SENS","P-012","Liam Moreau","2025-10-10","2025-10-18","6.9","5.7","Closed"
"WI-0653","REQ-0325","MustShip","NAV-SENS","P-001","Aditi Halvorsen","2025-09-09","2025-09-14","35.9","27.9","Closed"
"WI-0654","REQ-0326","ShouldShip","NAV-SENS","P-012","Liam Moreau","2025-02-26","2025-04-01","21.0","24.3","Closed"
"WI-0655","REQ-0327","ShouldShip","DIAG-LOG","P-010","Jonas Weatherby","2025-10-20","","16.2","","InProgress"
"WI-0656","REQ-0328","Nice","GND-CTRL","P-006","Farid Saltzman","2026-04-20","2026-05-27","27.9","33.4","Closed"
"WI-0657","REQ-0329","ShouldShip","PWR-MGMT","P-011","Katya Fairweather","2026-04-07","2026-05-26","12.7","16.9","Closed"
"WI-0658","REQ-0329","ShouldShip","PWR-MGMT","P-016","Priya Quintana","2025-06-21","","8.8","","InProgress"
"WI-0659","REQ-0331","MustShip","GND-CTRL","P-005","Elena Lindqvist","2025-06-16","2025-07-07","7.4","7.3","Closed"
"WI-0660","REQ-0332","MustShip","NAV-SENS","P-005","Elena Lindqvist","2025-01-13","2025-03-06","5.3","7.4","Closed"
"WI-0661","REQ-0332","MustShip","NAV-SENS","P-007","Grace Baptiste","2025-09-19","2025-10-02","23.2","20.5","Closed"
"WI-0662","REQ-0333","MustShip","NAV-SENS","P-010","Jonas Weatherby","2026-05-28","2026-06-15","3.4","3.2","Closed"
"WI-0663","REQ-0334","MustShip","DIAG-LOG","P-014","Nils Castellan","2025-10-05","2025-11-17","11.4","14.5","Closed"
"WI-0664","REQ-0334","MustShip","DIAG-LOG","P-018","Rafael Grigorescu","2026-05-20","2026-06-09","26.6","26.0","Closed"
"WI-0665","REQ-0334","MustShip","DIAG-LOG","P-020","Tomas Ustinov","2026-04-15","2026-05-24","4.2","5.1","Closed"
"WI-0666","REQ-0335","ShouldShip","DIAG-LOG","P-006","Farid Saltzman","2026-04-21","2026-05-15","4.0","4.1","Closed"
"WI-0667","REQ-0335","ShouldShip","DIAG-LOG","P-004","Dmitri Eriksen","2026-02-27","2026-04-06","22.3","26.7","Closed"
"WI-0668","REQ-0335","ShouldShip","DIAG-LOG","P-006","Farid Saltzman","2026-01-19","2026-02-07","2.2","2.1","Closed"
"WI-0669","REQ-0336","MustShip","REL-MECH","P-014","Nils Castellan","2025-03-19","2025-04-10","6.2","6.2","Closed"
"WI-0670","REQ-0336","MustShip","REL-MECH","P-019","Sana Nakamura","2025-12-08","2026-01-08","18.9","21.0","Closed"
"WI-0671","REQ-0337","ShouldShip","FLT-CTRL","P-010","Jonas Weatherby","2025-09-02","2025-10-01","13.5","14.6","Closed"
"WI-0672","REQ-0337","ShouldShip","FLT-CTRL","P-008","Hiroshi Ibarra","2026-06-20","2026-08-12","12.2","17.0","Closed"
"WI-0673","REQ-0338","MustShip","REL-MECH","P-015","Olabisi Jindal","2025-09-16","2025-10-03","27.5","25.6","Closed"
"WI-0674","REQ-0339","MustShip","COMM-LNK","P-007","Grace Baptiste","2025-07-04","2025-08-08","33.8","39.2","Closed"
"WI-0675","REQ-0339","MustShip","COMM-LNK","P-005","Elena Lindqvist","2026-06-07","2026-06-27","29.3","28.3","Closed"
"WI-0676","REQ-0340","MustShip","FLT-CTRL","P-012","Liam Moreau","2026-01-27","2026-02-22","27.6","28.8","Closed"
"WI-0677","REQ-0341","MustShip","NAV-SENS","P-004","Dmitri Eriksen","2026-06-23","2026-07-22","13.5","14.6","Closed"
"WI-0678","REQ-0341","MustShip","NAV-SENS","P-018","Rafael Grigorescu","2026-03-13","2026-04-14","13.1","14.7","Closed"
"WI-0679","REQ-0342","ShouldShip","FLT-CTRL","P-011","Katya Fairweather","2025-10-16","2025-11-27","16.4","20.5","Closed"
"WI-0680","REQ-0342","ShouldShip","FLT-CTRL","P-006","Farid Saltzman","2025-09-16","2025-10-25","32.2","39.1","Closed"
"WI-0681","REQ-0343","MustShip","PWR-MGMT","P-020","Tomas Ustinov","2025-10-26","2025-11-27","8.3","9.4","Closed"
"WI-0682","REQ-0343","MustShip","PWR-MGMT","P-019","Sana Nakamura","2025-08-27","2025-10-09","13.0","16.6","Closed"
"WI-0683","REQ-0344","ShouldShip","GND-CTRL","P-001","Aditi Halvorsen","2025-03-16","2025-05-04","23.7","31.9","Closed"
"WI-0684","REQ-0344","ShouldShip","GND-CTRL","P-002","Bruno Oyelaran","2025-03-29","2025-04-18","4.2","4.1","Closed"
"WI-0685","REQ-0344","ShouldShip","GND-CTRL","P-017","Quentin Zielinski","2025-08-13","2025-09-18","17.0","20.1","Closed"
"WI-0686","REQ-0345","ShouldShip","REL-MECH","P-014","Nils Castellan","2025-10-04","2025-11-25","10.4","14.3","Closed"
"WI-0687","REQ-0345","ShouldShip","REL-MECH","P-018","Rafael Grigorescu","2025-09-21","2025-11-09","9.6","13.0","Closed"
"WI-0688","REQ-0346","MustShip","GND-CTRL","P-015","Olabisi Jindal","2025-09-09","2025-09-29","25.8","25.3","Closed"
"WI-0689","REQ-0346","MustShip","GND-CTRL","P-005","Elena Lindqvist","2025-03-08","2025-04-02","33.1","34.3","Closed"
"WI-0690","REQ-0346","MustShip","GND-CTRL","P-008","Hiroshi Ibarra","2025-03-23","2025-04-07","3.4","3.1","Closed"
"WI-0691","REQ-0347","Nice","GND-CTRL","P-020","Tomas Ustinov","2026-05-02","2026-06-03","35.0","39.3","Closed"
"WI-0692","REQ-0347","Nice","GND-CTRL","P-020","Tomas Ustinov","2025-09-16","2025-11-11","29.8","42.6","Closed"
"WI-0693","REQ-0347","Nice","GND-CTRL","P-001","Aditi Halvorsen","2025-03-19","2025-05-01","4.2","5.3","Closed"
"WI-0694","REQ-0348","ShouldShip","REL-MECH","P-011","Katya Fairweather","2025-04-17","","8.6","","InProgress"
"WI-0695","REQ-0348","ShouldShip","REL-MECH","P-015","Olabisi Jindal","2025-06-24","2025-08-18","22.0","31.4","Closed"
"WI-0696","REQ-0349","MustShip","FLT-CTRL","P-003","Camille Villalobos","2025-11-09","2026-01-02","32.9","46.4","Closed"
"WI-0697","REQ-0349","MustShip","FLT-CTRL","P-001","Aditi Halvorsen","2025-01-17","2025-01-25","32.2","26.4","Closed"
"WI-0698","REQ-0349","MustShip","FLT-CTRL","P-006","Farid Saltzman","2025-11-03","2025-12-17","34.3","44.0","Closed"
"WI-0699","REQ-0350","MustShip","FLT-CTRL","P-003","Camille Villalobos","2026-04-11","2026-05-13","27.1","30.4","Closed"
"WI-0700","REQ-0350","MustShip","FLT-CTRL","P-001","Aditi Halvorsen","2026-04-07","2026-05-15","33.0","39.7","Closed"
"WI-0701","REQ-0350","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2025-05-07","2025-05-17","13.9","11.7","Closed"
"WI-0702","REQ-0351","MustShip","GND-CTRL","P-011","Katya Fairweather","2026-02-20","2026-03-08","16.2","15.0","Closed"
"WI-0703","REQ-0351","MustShip","GND-CTRL","P-013","Mei Thackeray","2025-01-13","2025-02-26","18.8","24.1","Closed"
"WI-0704","REQ-0351","MustShip","GND-CTRL","P-018","Rafael Grigorescu","2025-03-24","2025-04-15","27.2","27.2","Closed"
"WI-0705","REQ-0352","MustShip","NAV-SENS","P-003","Camille Villalobos","2026-02-02","2026-03-24","8.0","10.8","Closed"
"WI-0706","REQ-0352","MustShip","NAV-SENS","P-005","Elena Lindqvist","2025-03-05","2025-03-22","17.8","16.6","Closed"
"WI-0707","REQ-0352","MustShip","NAV-SENS","P-017","Quentin Zielinski","2025-10-31","2025-12-08","19.6","23.4","Closed"
"WI-0708","REQ-0353","ShouldShip","FLT-CTRL","P-021","Ulrike Dalgleish","2026-03-23","2026-04-19","32.0","33.9","Closed"
"WI-0709","REQ-0353","ShouldShip","FLT-CTRL","P-004","Dmitri Eriksen","2025-09-09","2025-11-03","27.7","39.3","Closed"
"WI-0710","REQ-0353","ShouldShip","FLT-CTRL","P-003","Camille Villalobos","2025-08-03","","23.1","","InProgress"
"WI-0711","REQ-0354","MustShip","GND-CTRL","P-001","Aditi Halvorsen","2026-06-04","","3.6","","InProgress"
"WI-0712","REQ-0354","MustShip","GND-CTRL","P-019","Sana Nakamura","2025-09-13","2025-10-11","34.7","37.3","Closed"
"WI-0713","REQ-0355","ShouldShip","DIAG-LOG","P-019","Sana Nakamura","2025-07-05","2025-07-13","6.1","5.0","Closed"
"WI-0714","REQ-0355","ShouldShip","DIAG-LOG","P-001","Aditi Halvorsen","2026-06-19","2026-07-23","27.8","32.1","Closed"
"WI-0715","REQ-0355","ShouldShip","DIAG-LOG","P-011","Katya Fairweather","2025-09-04","2025-09-23","2.3","2.2","Closed"
"WI-0716","REQ-0356","MustShip","STRUCT-I","P-013","Mei Thackeray","2025-02-10","2025-02-15","32.5","25.2","Closed"
"WI-0717","REQ-0356","MustShip","STRUCT-I","P-018","Rafael Grigorescu","2025-09-15","2025-10-01","14.9","13.7","Closed"
"WI-0718","REQ-0356","MustShip","STRUCT-I","P-012","Liam Moreau","2026-05-21","2026-05-27","17.5","14.0","Closed"
"WI-0719","REQ-0357","MustShip","REL-MECH","P-020","Tomas Ustinov","2025-05-28","2025-06-17","32.8","32.0","Closed"
"WI-0720","REQ-0357","MustShip","REL-MECH","P-017","Quentin Zielinski","2026-02-03","2026-03-14","5.6","6.8","Closed"
"WI-0721","REQ-0358","Nice","COMM-LNK","P-019","Sana Nakamura","2025-03-10","2025-03-13","6.2","4.6","Closed"
"WI-0722","REQ-0359","MustShip","FLT-CTRL","P-010","Jonas Weatherby","2026-06-07","2026-07-05","7.4","8.0","Closed"
"WI-0723","REQ-0359","MustShip","FLT-CTRL","P-006","Farid Saltzman","2026-06-02","2026-06-15","5.0","4.4","Closed"
"WI-0724","REQ-0360","MustShip","COMM-LNK","P-003","Camille Villalobos","2026-06-18","","30.2","","Open"
"WI-0725","REQ-0360","MustShip","COMM-LNK","P-012","Liam Moreau","2025-04-09","2025-05-05","4.3","4.5","Closed"
"WI-0726","REQ-0360","MustShip","COMM-LNK","P-008","Hiroshi Ibarra","2025-12-20","2026-01-12","11.9","12.1","Closed"
"WI-0727","REQ-0361","Nice","REL-MECH","P-005","Elena Lindqvist","2025-05-02","2025-05-19","27.0","25.1","Closed"
"WI-0728","REQ-0362","ShouldShip","COMM-LNK","P-004","Dmitri Eriksen","2025-10-12","","25.3","","InProgress"
"WI-0729","REQ-0362","ShouldShip","COMM-LNK","P-001","Aditi Halvorsen","2025-02-09","2025-03-06","16.8","17.4","Closed"
"WI-0730","REQ-0363","ShouldShip","FLT-CTRL","P-020","Tomas Ustinov","2025-09-22","2025-10-29","25.3","30.0","Closed"
"WI-0731","REQ-0365","ShouldShip","REL-MECH","P-019","Sana Nakamura","2025-01-27","2025-02-12","17.6","16.2","Closed"
"WI-0732","REQ-0366","Nice","GND-CTRL","P-010","Jonas Weatherby","2025-05-18","2025-06-20","35.9","40.9","Closed"
"WI-0733","REQ-0367","ShouldShip","NAV-SENS","P-021","Ulrike Dalgleish","2025-05-01","","8.4","","InProgress"
"WI-0734","REQ-0367","ShouldShip","NAV-SENS","P-019","Sana Nakamura","2026-06-04","2026-07-24","2.1","2.8","Closed"
"WI-0735","REQ-0368","MustShip","FLT-CTRL","P-010","Jonas Weatherby","2025-02-21","2025-04-09","14.6","19.2","Closed"
"WI-0736","REQ-0368","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2025-06-02","2025-07-09","19.4","23.1","Closed"
"WI-0737","REQ-0368","MustShip","FLT-CTRL","P-017","Quentin Zielinski","2025-11-10","2025-12-18","13.0","15.6","Closed"
"WI-0738","REQ-0368","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2026-03-01","2026-03-28","15.1","16.0","Closed"
"WI-0739","REQ-0369","MustShip","FLT-CTRL","P-015","Olabisi Jindal","2025-11-03","2025-12-13","19.0","23.3","Closed"
"WI-0740","REQ-0370","MustShip","COMM-LNK","P-011","Katya Fairweather","2025-07-12","2025-08-15","24.7","28.5","Closed"
"WI-0741","REQ-0370","MustShip","COMM-LNK","P-009","Imani Petrovic","2025-06-28","2025-08-20","15.7","21.9","Closed"
"WI-0742","REQ-0370","MustShip","COMM-LNK","P-021","Ulrike Dalgleish","2025-01-21","2025-03-14","19.8","27.3","Closed"
"WI-0743","REQ-0371","ShouldShip","COMM-LNK","P-008","Hiroshi Ibarra","2026-01-31","2026-03-14","34.7","43.4","Closed"
"WI-0744","REQ-0371","ShouldShip","COMM-LNK","P-008","Hiroshi Ibarra","2026-02-12","2026-03-18","15.5","17.9","Closed"
"WI-0745","REQ-0371","ShouldShip","COMM-LNK","P-015","Olabisi Jindal","2025-05-17","2025-07-08","17.6","24.3","Closed"
"WI-0746","REQ-0372","MustShip","FLT-CTRL","P-014","Nils Castellan","2026-06-12","2026-07-31","22.8","30.5","Closed"
"WI-0747","REQ-0372","MustShip","FLT-CTRL","P-004","Dmitri Eriksen","2025-01-07","2025-01-20","4.5","4.0","Closed"
"WI-0748","REQ-0372","MustShip","FLT-CTRL","P-013","Mei Thackeray","2025-03-31","","8.3","","InProgress"
"WI-0749","REQ-0373","ShouldShip","COMM-LNK","P-008","Hiroshi Ibarra","2025-11-13","2025-12-15","10.1","11.3","Closed"
"WI-0750","REQ-0373","ShouldShip","COMM-LNK","P-007","Grace Baptiste","2026-01-18","2026-01-29","21.5","18.5","Closed"
"WI-0751","REQ-0373","ShouldShip","COMM-LNK","P-012","Liam Moreau","2025-12-20","","20.1","","InProgress"
"WI-0752","REQ-0374","ShouldShip","NAV-SENS","P-021","Ulrike Dalgleish","2026-03-17","2026-04-17","23.6","26.3","Closed"
"WI-0753","REQ-0375","MustShip","FLT-CTRL","P-001","Aditi Halvorsen","2026-01-24","2026-03-13","11.2","15.0","Closed"
"WI-0754","REQ-0376","ShouldShip","REL-MECH","P-014","Nils Castellan","2026-03-13","2026-04-05","10.5","10.5","Closed"
"WI-0755","REQ-0376","ShouldShip","REL-MECH","P-016","Priya Quintana","2025-08-15","2025-08-19","3.8","2.9","Closed"
"WI-0756","REQ-0376","ShouldShip","REL-MECH","P-012","Liam Moreau","2026-06-14","2026-07-14","14.0","15.3","Closed"
"WI-0757","REQ-0377","ShouldShip","FLT-CTRL","P-015","Olabisi Jindal","2025-01-08","2025-02-25","8.9","11.9","Closed"
"WI-0758","REQ-0377","ShouldShip","FLT-CTRL","P-019","Sana Nakamura","2025-05-15","2025-05-26","33.3","28.6","Closed"
"WI-0759","REQ-0378","MustShip","PWR-MGMT","P-014","Nils Castellan","2025-09-28","2025-10-28","8.9","9.9","Closed"
"WI-0760","REQ-0378","MustShip","PWR-MGMT","P-008","Hiroshi Ibarra","2025-09-06","2025-09-11","12.7","9.9","Closed"
"WI-0761","REQ-0378","MustShip","PWR-MGMT","P-016","Priya Quintana","2025-11-05","2025-11-10","24.0","18.8","Closed"
"WI-0762","REQ-0379","ShouldShip","STRUCT-I","P-007","Grace Baptiste","2025-03-05","2025-03-26","30.4","30.0","Closed"
"WI-0763","REQ-0379","ShouldShip","STRUCT-I","P-021","Ulrike Dalgleish","2025-05-23","2025-06-01","24.4","20.2","Closed"
"WI-0764","REQ-0380","ShouldShip","REL-MECH","P-018","Rafael Grigorescu","2025-05-14","2025-05-20","7.4","5.9","Closed"
"WI-0765","REQ-0382","MustShip","FLT-CTRL","P-006","Farid Saltzman","2025-01-08","2025-03-03","33.5","47.0","Closed"
"WI-0766","REQ-0382","MustShip","FLT-CTRL","P-020","Tomas Ustinov","2025-11-27","2026-01-01","8.9","10.4","Closed"
"WI-0767","REQ-0382","MustShip","FLT-CTRL","P-002","Bruno Oyelaran","2026-03-22","2026-05-05","12.5","16.0","Closed"
"WI-0768","REQ-0383","ShouldShip","GND-CTRL","P-016","Priya Quintana","2025-06-21","2025-06-24","28.9","21.8","Closed"
"WI-0769","REQ-0385","MustShip","COMM-LNK","P-021","Ulrike Dalgleish","2025-02-22","","11.0","","Open"
"WI-0770","REQ-0385","MustShip","COMM-LNK","P-020","Tomas Ustinov","2026-01-03","2026-02-01","34.3","37.2","Closed"
"WI-0771","REQ-0385","MustShip","COMM-LNK","P-009","Imani Petrovic","2026-05-08","2026-05-20","11.0","9.6","Closed"
"WI-0772","REQ-0386","Nice","NAV-SENS","P-018","Rafael Grigorescu","2025-03-11","2025-04-22","11.6","14.6","Closed"
"WI-0773","REQ-0387","Nice","NAV-SENS","P-006","Farid Saltzman","2025-08-06","2025-08-10","8.6","6.6","Closed"
"WI-0774","REQ-0387","Nice","NAV-SENS","P-019","Sana Nakamura","2025-08-17","2025-09-30","29.1","37.4","Closed"
"WI-0775","REQ-0387","Nice","NAV-SENS","P-001","Aditi Halvorsen","2025-10-10","","35.1","","InProgress"
"WI-0776","REQ-0388","MustShip","DIAG-LOG","P-005","Elena Lindqvist","2026-04-25","2026-05-19","12.0","12.2","Closed"
"WI-0777","REQ-0389","MustShip","GND-CTRL","P-011","Katya Fairweather","2025-03-15","2025-04-04","19.0","18.4","Closed"
"WI-0778","REQ-0390","MustShip","COMM-LNK","P-019","Sana Nakamura","2025-01-10","2025-02-23","6.6","8.5","Closed"
"WI-0779","REQ-0390","MustShip","COMM-LNK","P-004","Dmitri Eriksen","2026-01-11","2026-02-07","13.9","14.7","Closed"
"WI-0780","REQ-0391","MustShip","PWR-MGMT","P-006","Farid Saltzman","2025-03-28","2025-04-18","17.3","17.1","Closed"
"WI-0781","REQ-0391","MustShip","PWR-MGMT","P-004","Dmitri Eriksen","2026-04-04","2026-05-09","15.3","17.7","Closed"
"WI-0782","REQ-0392","MustShip","FLT-CTRL","P-018","Rafael Grigorescu","2026-05-05","2026-06-22","13.1","17.4","Closed"
"WI-0783","REQ-0392","MustShip","FLT-CTRL","P-002","Bruno Oyelaran","2026-04-11","2026-05-12","24.1","26.8","Closed"
"WI-0784","REQ-0393","Nice","REL-MECH","P-018","Rafael Grigorescu","2026-03-03","2026-03-20","21.3","19.8","Closed"
"WI-0785","REQ-0393","Nice","REL-MECH","P-017","Quentin Zielinski","2025-02-16","2025-02-19","22.5","16.9","Closed"
"WI-0786","REQ-0394","MustShip","NAV-SENS","P-010","Jonas Weatherby","2025-09-06","2025-10-04","19.0","20.5","Closed"
"WI-0787","REQ-0394","MustShip","NAV-SENS","P-005","Elena Lindqvist","2025-09-12","2025-10-28","29.1","38.0","Closed"
"WI-0788","REQ-0395","ShouldShip","PWR-MGMT","P-001","Aditi Halvorsen","2025-12-28","2026-02-01","32.9","38.2","Closed"
"WI-0789","REQ-0395","ShouldShip","PWR-MGMT","P-005","Elena Lindqvist","2026-06-13","2026-07-13","15.2","16.8","Closed"
"WI-0790","REQ-0395","ShouldShip","PWR-MGMT","P-001","Aditi Halvorsen","2026-02-13","2026-02-16","17.0","12.8","Closed"
"WI-0791","REQ-0396","Nice","REL-MECH","P-010","Jonas Weatherby","2025-01-21","2025-02-26","9.9","11.6","Closed"
"WI-0792","REQ-0396","Nice","REL-MECH","P-013","Mei Thackeray","2025-07-16","2025-08-22","11.8","14.0","Closed"
"WI-0793","REQ-0396","Nice","REL-MECH","P-005","Elena Lindqvist","2025-10-13","2025-10-27","4.6","4.1","Closed"
"WI-0794","REQ-0397","MustShip","REL-MECH","P-015","Olabisi Jindal","2025-09-19","2025-10-25","24.8","29.0","Closed"
"WI-0795","REQ-0397","MustShip","REL-MECH","P-010","Jonas Weatherby","2025-09-12","2025-09-20","13.9","11.4","Closed"
"WI-0796","REQ-0398","MustShip","COMM-LNK","P-012","Liam Moreau","2025-06-17","2025-07-23","30.9","36.5","Closed"
"WI-0797","REQ-0398","MustShip","COMM-LNK","P-001","Aditi Halvorsen","2025-04-08","2025-05-21","28.9","36.7","Closed"
"WI-0798","REQ-0398","MustShip","COMM-LNK","P-020","Tomas Ustinov","2025-07-24","2025-09-11","27.9","37.2","Closed"
"WI-0799","REQ-0399","Nice","DIAG-LOG","P-008","Hiroshi Ibarra","2025-04-01","2025-05-04","15.3","17.5","Closed"
"WI-0800","REQ-0399","Nice","DIAG-LOG","P-015","Olabisi Jindal","2026-05-09","2026-06-01","7.2","7.4","Closed"
"WI-0801","REQ-0400","Nice","PWR-MGMT","P-011","Katya Fairweather","2025-06-27","2025-08-18","14.0","19.3","Closed"
"WI-0802","REQ-0400","Nice","PWR-MGMT","P-017","Quentin Zielinski","2026-06-02","2026-07-07","30.6","35.5","Closed"
"WI-0803","REQ-0400","Nice","PWR-MGMT","P-001","Aditi Halvorsen","2025-10-29","2025-12-04","12.4","14.7","Closed"
"WI-0804","REQ-0401","MustShip","REL-MECH","P-010","Jonas Weatherby","2026-05-20","2026-06-25","3.3","3.9","Closed"
"WI-0805","REQ-0401","MustShip","REL-MECH","P-013","Mei Thackeray","2025-09-13","","19.7","","InProgress"
"WI-0806","REQ-0401","MustShip","REL-MECH","P-012","Liam Moreau","2025-09-30","2025-11-13","30.9","39.4","Closed"
"WI-0807","REQ-0401","MustShip","REL-MECH","P-014","Nils Castellan","2026-05-20","2026-07-12","2.6","3.7","Closed"
"WI-0808","REQ-0402","MustShip","GND-CTRL","P-011","Katya Fairweather","2025-03-15","2025-04-15","17.1","19.1","Closed"
"WI-0809","REQ-0402","MustShip","GND-CTRL","P-004","Dmitri Eriksen","2025-11-30","2025-12-22","18.7","18.7","Closed"
"WI-0810","REQ-0403","Nice","DIAG-LOG","P-003","Camille Villalobos","2026-06-06","2026-06-29","13.6","13.7","Closed"
"WI-0811","REQ-0403","Nice","DIAG-LOG","P-012","Liam Moreau","2025-05-27","2025-06-13","19.6","18.4","Closed"
"WI-0812","REQ-0404","ShouldShip","PWR-MGMT","P-019","Sana Nakamura","2025-01-11","2025-03-07","18.5","26.3","Closed"
"WI-0813","REQ-0405","MustShip","DIAG-LOG","P-019","Sana Nakamura","2026-04-13","2026-05-21","27.0","32.4","Closed"
"WI-0814","REQ-0405","MustShip","DIAG-LOG","P-015","Olabisi Jindal","2025-01-27","2025-03-23","17.8","25.2","Closed"
"WI-0815","REQ-0405","MustShip","DIAG-LOG","P-008","Hiroshi Ibarra","2026-04-23","2026-05-31","28.2","33.7","Closed"
"WI-0816","REQ-0406","ShouldShip","REL-MECH","P-009","Imani Petrovic","2026-06-29","2026-08-24","22.4","32.1","Closed"
"WI-0817","REQ-0406","ShouldShip","REL-MECH","P-002","Bruno Oyelaran","2025-09-30","2025-10-16","30.9","28.5","Closed"
"WI-0818","REQ-0407","ShouldShip","FLT-CTRL","P-011","Katya Fairweather","2025-05-01","2025-05-19","11.7","11.0","Closed"
